mapped_id,organism,prot_type,toxin_class,gene_superfamily,pharmacological_family,cystein_framework,evidence,x_umap,y_umap,z_umap,x_pca,y_pca,z_pca,variance
P10289,Conus eburneus,Precursor,conotoxin,M superfamily,NA,NA,nucleic acid level,9.356982,12.350945,5.4875455,0.4162959,-0.7121744,-0.52685773,
P10290,Conus eburneus,Precursor,conotoxin,M superfamily,NA,NA,nucleic acid level,9.311872,12.411418,5.5914364,0.46477804,-0.73248386,-0.5366242,
P10291,Conus eburneus,Precursor,conotoxin,M superfamily,NA,NA,nucleic acid level,9.337524,12.364927,5.524995,0.48200893,-0.7296953,-0.51847064,
P10292,Conus eburneus,Precursor,conotoxin,M superfamily,NA,NA,nucleic acid level,9.381288,12.3336525,5.5656543,0.429002,-0.7504073,-0.5573492,
P10294,Conus capitaneus,Precursor,conotoxin,M superfamily,NA,NA,nucleic acid level,9.241825,12.165761,5.576647,0.31957358,-0.69571304,-0.46689254,
P10296,Conus coronatus,Precursor,conotoxin,M superfamily,NA,NA,nucleic acid level,9.054041,11.575667,6.7971487,0.025675299,-0.69450545,-0.07459066,
P10297,Conus emaciatus,Precursor,conotoxin,M superfamily,NA,III,nucleic acid level,9.858707,11.650669,9.537712,-0.21065238,0.1646082,0.99089867,
P10298,Conus emaciatus,Precursor,conotoxin,M superfamily,NA,III,nucleic acid level,8.801964,11.588115,7.360076,-0.1286194,-0.6362214,-0.20111096,
P10300,Conus terebra,Precursor,conotoxin,M superfamily,NA,III,nucleic acid level,8.924145,11.478569,7.658467,-0.29964358,-0.5654695,-0.18119864,
P10302,Conus terebra,Precursor,conotoxin,M superfamily,NA,NA,nucleic acid level,8.751709,11.867424,7.327513,-0.04014637,-0.70400864,-0.12505744,
P10303,Conus striatus,Precursor,conotoxin,M superfamily,NA,NA,nucleic acid level,9.255089,11.6103735,6.2983947,0.11783932,-0.6669899,-0.24828258,
P10304,Conus textile,Precursor,conotoxin,M superfamily,NA,NA,nucleic acid level,9.289643,11.705815,6.306855,0.075451754,-0.59884983,-0.23651393,
P10305,Conus textile,Precursor,conotoxin,M superfamily,NA,NA,nucleic acid level,9.164983,11.786768,6.8024473,0.020578861,-0.62785006,-0.16789372,
P10307,Conus lividus,Precursor,conotoxin,M superfamily,NA,NA,nucleic acid level,8.964561,12.384257,5.8041444,0.56994563,-0.83260524,-0.3248018,
P10309,Conus betulinus,Precursor,conotoxin,M superfamily,NA,NA,nucleic acid level,9.077603,11.797963,6.694505,0.040000547,-0.5454955,-0.1303379,
P10310,Conus terebra,Precursor,conotoxin,M superfamily,NA,NA,nucleic acid level,8.723294,11.510047,7.4354873,-0.08642207,-0.6492339,-0.22147429,
P10312,Conus tessulatus,Precursor,conotoxin,M superfamily,NA,NA,nucleic acid level,9.845171,11.864696,6.578555,-0.03145366,-0.7502597,-0.23379417,
P10314,Conus betulinus,Precursor,conotoxin,M superfamily,NA,NA,nucleic acid level,9.6806135,12.043891,6.3583055,0.04222873,-0.738979,-0.42796487,
P10315,Conus betulinus,Precursor,conotoxin,M superfamily,NA,NA,nucleic acid level,9.622026,12.062094,6.089043,0.26588327,-0.80603856,-0.2790282,
P10317,Conus miles,Precursor,conotoxin,M superfamily,NA,NA,nucleic acid level,9.463247,11.755202,6.8746247,-0.058269948,-0.54474217,-0.2011543,
P10319,Conus capitaneus,Precursor,conotoxin,M superfamily,NA,NA,nucleic acid level,9.29499,11.47732,7.3562827,-0.33104163,-0.48525697,-0.20163485,
P10320,Conus lividus,Precursor,conotoxin,M superfamily,NA,NA,nucleic acid level,9.004753,11.50751,6.6019897,0.054190595,-0.76436335,-0.15909679,
P10322,Conus emaciatus,Precursor,conotoxin,M superfamily,NA,NA,nucleic acid level,8.87358,11.953215,6.2116146,0.35980374,-0.7426569,-0.29586914,
P10324,Conus tessulatus,Precursor,conotoxin,M superfamily,NA,NA,nucleic acid level,9.171697,10.744386,7.4640737,-0.44216043,-0.5221426,-0.08442224,
P10325,Conus caracteristicus,Precursor,conotoxin,M superfamily,NA,NA,nucleic acid level,10.189166,12.121727,7.22395,-0.11492865,-0.574464,-0.18245882,
P10326,Conus caracteristicus,Precursor,conotoxin,M superfamily,NA,NA,nucleic acid level,10.101861,12.279836,7.1590657,-0.09286435,-0.5224825,-0.15325806,
P10327,Conus caracteristicus,Precursor,conotoxin,M superfamily,NA,NA,nucleic acid level,10.066593,12.095942,7.268996,-0.14646217,-0.4587219,-0.13886878,
P10328,Conus caracteristicus,Precursor,conotoxin,M superfamily,NA,NA,nucleic acid level,10.106871,11.941024,7.2831044,-0.16209945,-0.51470584,-0.18519974,
P10329,Conus caracteristicus,Precursor,conotoxin,M superfamily,NA,NA,nucleic acid level,10.133216,11.982985,7.2881966,-0.121303715,-0.5289874,-0.20719165,
P10330,Conus caracteristicus,Precursor,conotoxin,M superfamily,NA,NA,nucleic acid level,10.094166,11.831627,7.2950635,-0.123629205,-0.5191213,-0.19586729,
P10331,Conus caracteristicus,Precursor,conotoxin,M superfamily,NA,NA,nucleic acid level,9.9279,11.86017,7.3130217,-0.14427924,-0.51319665,-0.16946693,
P10333,Conus miles,Precursor,conotoxin,M superfamily,NA,NA,nucleic acid level,10.134465,12.011696,7.1057534,0.01688451,-0.6448943,-0.20326664,
P10335,Conus rattus,Precursor,conotoxin,M superfamily,NA,NA,nucleic acid level,9.160551,12.057498,7.7802505,-0.20456658,-0.45822418,0.23109792,
P10337,Conus rattus,Precursor,conotoxin,M superfamily,NA,NA,nucleic acid level,9.138259,12.045962,7.847716,-0.21723771,-0.40994278,0.22670005,
P10339,Conus tessulatus,Precursor,conotoxin,M superfamily,NA,NA,nucleic acid level,11.630915,11.028931,6.2657905,0.15472788,-0.78505766,-0.38190377,
P10341,Conus tessulatus,Precursor,conotoxin,M superfamily,NA,NA,nucleic acid level,11.663339,10.765396,5.62631,0.29329827,-0.81414044,-0.44697216,
P10342,Conus coronatus,Precursor,conotoxin,M superfamily,NA,NA,nucleic acid level,9.571133,9.415814,4.6572685,0.51622325,-0.8769932,-0.48183686,
P10345,Conus tessulatus,Precursor,conotoxin,M superfamily,NA,NA,nucleic acid level,11.806071,10.708993,6.09388,0.20257583,-0.85088986,-0.38587117,
P10347,Conus caracteristicus,Precursor,conotoxin,M superfamily,NA,III,nucleic acid level,12.964584,11.650544,6.2768784,0.7124712,-0.7482695,-0.81012756,
P10349,Conus miles,Precursor,conotoxin,M superfamily,NA,NA,nucleic acid level,10.304449,10.915247,7.940931,-0.8006126,-0.40291208,-0.09717233,
P10350,Conus varius,Precursor,conotoxin,M superfamily,NA,NA,nucleic acid level,12.388742,11.598662,6.3518057,0.31518084,-0.7402544,-0.74360085,
P10352,Conus litteratus,Precursor,conotoxin,M superfamily,NA,NA,nucleic acid level,12.726057,11.807909,6.298449,0.41347837,-0.76556754,-0.769681,
P10353,Conus betulinus,Precursor,conotoxin,M superfamily,NA,NA,nucleic acid level,12.99676,11.890698,6.4150887,0.51493144,-0.8024967,-0.8002974,
P10356,Conus tessulatus,Precursor,conotoxin,M superfamily,NA,NA,nucleic acid level,12.171216,12.366241,6.3353844,0.3435154,-0.62117136,-0.58052677,
P10357,Conus striatus,Precursor,conotoxin,M superfamily,NA,NA,nucleic acid level,11.13447,12.314452,6.7768035,0.14897217,-0.5834577,-0.3082865,
P10358,Conus striatus,Precursor,conotoxin,M superfamily,NA,NA,nucleic acid level,11.593849,12.444022,6.566029,0.2916496,-0.64532673,-0.3079815,
P10360,Conus emaciatus,Precursor,conotoxin,M superfamily,NA,NA,nucleic acid level,12.45766,11.387609,6.1596475,0.32386726,-0.8188981,-0.5012481,
P10361,Conus textile,Precursor,conotoxin,M superfamily,NA,NA,nucleic acid level,12.518705,11.960183,6.390831,0.45493597,-0.7526317,-0.60257185,
P10363,Conus litteratus,Precursor,conotoxin,M superfamily,NA,NA,nucleic acid level,11.432341,11.508584,5.937902,0.38167417,-0.7421605,-0.41213652,
P10365,Conus tessulatus,Precursor,conotoxin,M superfamily,NA,NA,nucleic acid level,11.642425,10.654491,5.608537,0.2522499,-0.8621736,-0.4263165,
P10367,Conus betulinus,Precursor,conotoxin,M superfamily,NA,NA,nucleic acid level,11.060298,10.993897,6.495721,-0.13112585,-0.78109324,-0.11995474,
P10369,Conus rattus,Precursor,conotoxin,M superfamily,NA,NA,nucleic acid level,11.313033,11.721657,6.535962,0.069153406,-0.5898229,-0.4866878,
P10371,Conus miles,Precursor,conotoxin,M superfamily,NA,NA,nucleic acid level,12.2041645,12.563615,6.3911743,0.17061542,-0.56957966,-0.55424637,
P10372,Conus striatus,Precursor,conotoxin,M superfamily,NA,NA,nucleic acid level,11.348172,12.151293,6.5988283,0.11643505,-0.6022267,-0.35544816,
